Iteration	expexted_value	risk	lambda
39	16306.652	3165.441	0.370
40	16333.399	2683.931	0.370
41	17198.254	3312.735	0.370
42	17251.809	3370.223	0.370
43	17361.285	3400.600	0.370
44	17954.829	3060.104	0.370
45	17345.732	3276.200	0.370
46	18148.463	3008.198	0.370
47	16420.124	2660.134	0.370
48	17588.928	2369.135	0.370
49	17034.740	2345.917	0.370
50	16551.748	2313.934	0.370
51	15104.135	2211.875	0.370
52	16154.517	2215.412	0.370
53	15008.113	2227.713	0.370
54	16099.682	2353.910	0.370
55	16149.414	3267.969	0.370
56	17299.538	3181.805	0.370
57	14771.631	2184.642	0.370
58	16203.734	2416.017	0.370
59	17010.479	3189.621	0.370
60	17036.878	2770.010	0.370
61	15701.205	2489.496	0.370
62	16706.101	2430.191	0.370
63	17910.125	3085.996	0.370
64	17524.474	2580.436	0.370
65	18138.908	3103.750	0.370
66	16195.704	2335.905	0.370
67	16790.423	3025.473	0.370
68	16828.754	2367.557	0.370
69	16787.246	2963.378	0.370
70	17171.946	2458.721	0.370
71	15140.471	2151.682	0.370
72	16572.574	2328.934	0.370
73	15973.615	2440.443	0.370
74	16388.289	2475.565	0.370
75	15337.908	2440.550	0.370
76	16429.476	2592.457	0.370
77	17414.474	3048.570	0.370
78	18221.325	3071.158	0.370
79	17067.745	2930.151	0.370
80	17552.491	2921.124	0.370
81	19333.991	3169.535	0.370
82	17820.930	2519.604	0.370
83	18720.837	3044.883	0.370
84	18552.307	3039.211	0.370
85	16821.568	2751.068	0.370
86	16803.121	2414.102	0.370
87	17531.016	3076.798	0.370
88	17680.286	2591.460	0.370
89	16625.247	2962.748	0.370
90	17768.931	2579.505	0.370
91	17280.391	2437.279	0.370
92	17865.008	2643.853	0.370
93	17515.674	3216.228	0.370
94	16280.793	2437.131	0.370
95	16066.343	3086.448	0.370
96	15596.332	2346.170	0.370
97	16165.229	2930.696	0.370
98	15917.034	2178.676	0.370
99	15552.225	2170.159	0.370
1	21132.617	3549.050	0.380
2	19795.995	3657.952	0.380
3	19993.224	3175.149	0.380
4	18511.976	3735.151	0.380
5	18754.890	3211.253	0.380
6	19895.509	4179.215	0.380
7	19219.443	3205.486	0.380
8	20320.552	4250.347	0.380
9	19054.479	3194.459	0.380
10	17583.671	2914.783	0.380
11	18686.647	2875.754	0.380
12	18421.499	3342.720	0.380
13	19209.726	2926.950	0.380
14	20278.075	2965.593	0.380
15	16852.433	2906.594	0.380
16	18034.656	3038.234	0.380
17	16184.863	2840.779	0.380
18	17592.585	2838.668	0.380
19	15604.444	2176.508	0.380
20	17075.253	2400.273	0.380
21	16492.434	2826.970	0.380
22	18037.560	2616.103	0.380
23	16688.543	3132.345	0.380
24	17197.407	2761.158	0.380
25	19440.796	3665.749	0.380
26	18205.595	2850.774	0.380
27	21134.664	3290.824	0.380
28	18007.944	2768.662	0.380
29	20793.091	3089.964	0.380
30	17266.869	2288.455	0.380
31	18214.051	2940.413	0.380
32	18298.591	2527.580	0.380
33	18146.456	2979.554	0.380
34	18725.051	2631.572	0.380
35	19581.138	3433.828	0.380
36	19286.295	3297.951	0.380
37	17272.042	2971.237	0.380
38	18671.978	3104.935	0.380
39	16747.373	3115.196	0.380
40	16774.842	2641.329	0.380
41	17663.072	3260.152	0.380
42	17718.074	3316.727	0.380
43	17830.509	3346.622	0.380
44	18440.095	3011.530	0.380
45	17814.535	3224.197	0.380
46	18638.962	2960.448	0.380
47	16863.911	2617.909	0.380
48	18064.304	2331.529	0.380
49	17495.138	2308.680	0.380
50	16999.093	2277.205	0.380
51	15512.355	2176.765	0.380
52	16591.125	2180.247	0.380
53	15413.738	2192.352	0.380
54	16534.809	2316.546	0.380
55	16585.884	3216.097	0.380
56	17767.093	3131.300	0.380
57	15170.865	2149.965	0.380
58	16641.673	2377.668	0.380
59	17470.222	3138.992	0.380
60	17497.335	2726.042	0.380
61	16125.562	2449.980	0.380
62	17157.618	2391.616	0.380
63	18394.182	3037.012	0.380
64	17998.108	2539.476	0.380
65	18629.148	3054.484	0.380
66	16633.426	2298.827	0.380
67	17244.218	2977.450	0.380
68	17283.585	2329.977	0.380
69	17240.955	2916.340	0.380
70	17636.053	2419.693	0.380
71	15549.673	2117.528	0.380
72	17020.481	2291.966	0.380
73	16405.334	2401.706	0.380
74	16831.216	2436.270	0.380
75	15752.446	2401.811	0.380
76	16873.516	2551.307	0.380
77	17885.136	3000.180	0.380
78	18713.794	3022.410	0.380
79	17529.035	2883.641	0.380
80	18026.883	2874.757	0.380
81	19856.532	3119.225	0.380
82	18302.577	2479.610	0.380
83	19226.806	2996.552	0.380
84	19053.720	2990.970	0.380
85	17276.204	2707.401	0.380
86	17257.260	2375.783	0.380
87	18004.827	3027.960	0.380
88	18158.132	2550.326	0.380
89	17074.578	2915.720	0.380
90	18249.172	2538.561	0.380
91	17747.429	2398.592	0.380
92	18347.846	2601.887	0.380
93	17989.070	3165.177	0.380
94	16720.814	2398.446	0.380
95	16500.569	3037.457	0.380
96	16017.855	2308.929	0.380
97	16602.127	2884.177	0.380
98	16347.224	2144.094	0.380
99	15972.556	2135.712	0.380
1	21688.739	3491.808	0.390
2	20316.942	3598.953	0.390
3	20519.362	3123.937	0.390
4	18999.133	3674.907	0.390
5	19248.440	3159.458	0.390
6	20419.075	4111.808	0.390
7	19725.218	3153.785	0.390
8	20855.303	4181.793	0.390
9	19555.913	3142.936	0.390
10	18046.399	2867.771	0.390
11	19178.401	2829.371	0.390
12	18906.276	3288.805	0.390
13	19715.245	2879.741	0.390
14	20811.708	2917.760	0.390
15	17295.918	2859.714	0.390
16	18509.252	2989.230	0.390
17	16610.780	2794.960	0.390
18	18055.548	2792.883	0.390
19	16015.088	2141.403	0.390
20	17524.602	2361.559	0.390
21	16926.445	2781.374	0.390
22	18512.233	2573.907	0.390
23	17127.715	3081.823	0.390
24	17649.971	2716.624	0.390
25	19952.396	3606.624	0.390
26	18684.690	2804.794	0.390
27	21690.840	3237.746	0.390
28	18481.837	2724.006	0.390
29	21340.278	3040.126	0.390
30	17721.260	2251.544	0.390
31	18693.369	2892.987	0.390
32	19052.016	2410.925	0.390
33	18297.844	2866.646	0.390
34	17940.545	2753.801	0.390
35	14126.187	1927.053	0.390
36	15635.631	2107.039	0.390
37	16486.333	3117.126	0.390
38	16264.294	2320.872	0.390
39	16395.514	3027.709	0.390
40	17216.285	2598.726	0.390
41	16166.984	2363.072	0.390
42	17226.199	2364.918	0.390
43	18462.467	3114.125	0.390
44	16521.441	2152.151	0.390
45	17570.363	2723.228	0.390
46	17071.148	2261.749	0.390
47	17698.013	2929.426	0.390
48	17738.416	2292.397	0.390
49	17694.665	2869.303	0.390
50	18959.673	3058.409	0.390
51	17685.006	3056.151	0.390
52	19194.520	3332.536	0.390
53	17929.964	3088.363	0.390
54	16423.404	2236.564	0.390
55	17188.093	3064.951	0.390
56	18029.316	2397.345	0.390
57	17354.647	2365.065	0.390
58	17029.114	3919.755	0.390
59	17614.222	2464.822	0.390
60	18488.228	3584.539	0.390
61	18773.666	3118.250	0.390
62	18356.470	3233.185	0.390
63	18419.742	3059.350	0.390
64	19518.049	3008.587	0.390
65	19941.248	3140.439	0.390
66	18971.504	2752.166	0.390
67	17321.170	2374.289	0.390
68	18801.991	2830.112	0.390
69	17798.725	3113.014	0.390
70	17194.745	2154.182	0.390
71	15958.875	2083.374	0.390
72	17106.646	2163.729	0.390
73	16392.886	2101.265	0.390
74	16777.414	2109.512	0.390
75	17147.297	2745.113	0.390
76	17409.184	2220.233	0.390
77	16303.510	2168.352	0.390
78	17711.398	2337.464	0.390
79	17602.463	2298.469	0.390
80	17024.748	2281.259	0.390
81	18056.865	3023.393	0.390
82	18729.414	2497.616	0.390
83	17612.267	2897.098	0.390
84	19119.196	3085.736	0.390
85	18839.261	2453.315	0.390
86	19715.736	3035.339	0.390
87	18035.976	3191.168	0.390
88	18220.566	2785.832	0.390
89	17039.026	2837.658	0.390
90	18548.540	3054.893	0.390
91	17347.885	2990.657	0.390
92	16338.106	2252.533	0.390
93	15187.534	2157.628	0.390
94	16697.048	2327.164	0.390
95	16459.480	2918.649	0.390
96	17551.868	2802.266	0.390
97	18026.286	3334.627	0.390
98	19242.318	2771.249	0.390
99	19212.826	3167.777	0.390
1	22244.860	3434.565	0.400
2	20837.889	3539.954	0.400
3	21045.499	3072.725	0.400
4	19486.290	3614.662	0.400
5	19741.989	3107.664	0.400
6	20942.641	4044.402	0.400
7	20230.993	3102.083	0.400
8	21390.054	4113.239	0.400
9	20057.347	3091.412	0.400
10	18509.127	2820.758	0.400
11	19670.155	2782.988	0.400
12	19391.052	3234.891	0.400
13	20220.764	2832.532	0.400
14	21345.342	2869.928	0.400
15	17739.403	2812.833	0.400
16	18983.849	2940.227	0.400
17	17036.697	2749.141	0.400
18	18518.511	2747.098	0.400
19	16425.731	2106.298	0.400
20	17973.951	2322.845	0.400
21	17360.457	2735.777	0.400
22	18986.905	2531.712	0.400
23	17566.887	3031.302	0.400
24	18102.534	2672.089	0.400
25	20463.996	3547.499	0.400
26	19163.785	2758.814	0.400
27	22247.015	3184.668	0.400
28	18955.730	2679.350	0.400
29	21887.464	2990.288	0.400
30	18175.652	2214.633	0.400
31	19172.686	2845.561	0.400
32	19540.529	2371.401	0.400
33	18767.019	2819.652	0.400
34	18400.559	2708.657	0.400
35	14488.397	1895.462	0.400
36	16036.545	2072.497	0.400
37	16909.059	3066.026	0.400
38	16681.327	2282.825	0.400
39	16815.912	2978.074	0.400
40	17657.729	2556.124	0.400
41	16581.522	2324.333	0.400
42	17667.896	2326.148	0.400
43	18935.864	3063.074	0.400
44	16945.067	2116.870	0.400
45	18020.885	2678.585	0.400
46	17508.869	2224.671	0.400
47	18151.809	2881.403	0.400
48	18193.247	2254.816	0.400
49	18148.374	2822.265	0.400
50	19445.819	3008.271	0.400
51	18138.468	3006.050	0.400
52	19686.687	3277.904	0.400
53	18389.707	3037.734	0.400
54	16844.517	2199.899	0.400
55	17628.813	3014.706	0.400
56	18491.606	2358.044	0.400
57	17799.638	2326.294	0.400
58	17465.758	3855.497	0.400
59	18065.868	2424.415	0.400
60	18962.285	3525.776	0.400
61	19255.042	3067.131	0.400
62	18827.149	3180.182	0.400
63	18892.043	3009.197	0.400
64	20018.512	2959.266	0.400
65	20452.562	3088.957	0.400
66	19457.953	2707.048	0.400
67	17765.303	2335.366	0.400
68	19284.094	2783.717	0.400
69	18255.102	3061.981	0.400
70	17635.636	2118.867	0.400
71	16368.077	2049.221	0.400
72	17545.278	2128.258	0.400
73	16813.217	2066.818	0.400
74	17207.604	2074.930	0.400
75	17586.971	2700.112	0.400
76	17855.574	2183.836	0.400
77	16721.549	2132.806	0.400
78	18165.537	2299.145	0.400
79	18053.809	2260.789	0.400
80	17461.280	2243.861	0.400
81	18519.862	2973.829	0.400
82	19209.655	2456.672	0.400
83	18063.864	2849.604	0.400
84	19609.432	3035.150	0.400
85	19322.319	2413.097	0.400
86	20221.268	2985.579	0.400
87	18498.437	3138.853	0.400
88	18687.760	2740.162	0.400
89	17475.924	2791.139	0.400
90	19024.143	3004.813	0.400
91	17792.702	2941.630	0.400
92	16757.032	2215.606	0.400
93	15576.958	2122.257	0.400
94	17125.177	2289.013	0.400
95	16881.518	2870.802	0.400
96	18001.916	2756.328	0.400
97	18488.499	3279.961	0.400
98	19735.711	2725.819	0.400
99	19705.462	3115.846	0.400
1	22800.982	3377.322	0.410
2	21358.836	3480.955	0.410
3	21571.636	3021.513	0.410
4	19973.448	3554.418	0.410
5	20235.539	3055.870	0.410
6	21466.207	3976.995	0.410
7	20736.768	3050.382	0.410
8	21924.806	4044.685	0.410
9	20558.781	3039.889	0.410
10	18971.856	2773.746	0.410
11	20161.909	2736.605	0.410
12	19875.828	3180.976	0.410
13	20726.283	2785.323	0.410
14	21878.976	2822.096	0.410
15	18182.888	2765.953	0.410
16	19458.445	2891.223	0.410
17	17462.615	2703.322	0.410
18	18981.473	2701.313	0.410
19	16836.374	2071.193	0.410
20	18423.299	2284.131	0.410
21	17794.468	2690.181	0.410
22	19461.578	2489.517	0.410
23	18006.060	2980.780	0.410
24	18555.097	2627.554	0.410
25	20975.596	3488.374	0.410
26	19642.879	2712.833	0.410
27	22803.190	3131.590	0.410
28	19429.623	2634.694	0.410
29	22434.651	2940.450	0.410
30	18630.043	2177.723	0.410
31	19652.003	2798.135	0.410
32	20029.042	2331.878	0.410
33	19236.195	2772.658	0.410
34	18860.573	2663.513	0.410
35	14850.607	1863.871	0.410
36	16437.458	2037.955	0.410
37	17331.786	3014.926	0.410
38	17098.360	2244.778	0.410
39	17236.310	2928.439	0.410
40	18099.172	2513.522	0.410
41	16996.060	2285.594	0.410
42	18109.594	2287.379	0.410
43	19409.260	3012.023	0.410
44	17368.694	2081.588	0.410
45	18471.407	2633.942	0.410
46	17946.591	2187.594	0.410
47	18605.604	2833.379	0.410
48	18648.078	2217.236	0.410
49	18602.083	2775.227	0.410
50	19931.964	2958.133	0.410
51	18591.929	2955.949	0.410
52	20178.854	3223.272	0.410
53	18849.450	2987.105	0.410
54	17265.630	2163.234	0.410
55	18069.534	2964.461	0.410
56	18953.896	2318.744	0.410
57	18244.629	2287.522	0.410
58	17902.402	3791.238	0.410
59	18517.515	2384.008	0.410
60	19436.342	3467.013	0.410
61	19736.418	3016.012	0.410
62	19297.828	3127.179	0.410
63	19364.344	2959.043	0.410
64	20518.975	2909.945	0.410
65	20963.876	3037.474	0.410
66	19944.401	2661.931	0.410
67	18209.435	2296.443	0.410
68	19766.196	2737.322	0.410
69	18711.480	3010.948	0.410
70	18076.527	2083.553	0.410
71	16777.279	2015.067	0.410
72	17983.909	2092.787	0.410
73	17233.547	2032.371	0.410
74	17637.794	2040.348	0.410
75	18026.645	2655.110	0.410
76	18301.963	2147.439	0.410
77	17139.588	2097.259	0.410
78	18619.675	2260.826	0.410
79	18505.154	2223.109	0.410
80	17897.812	2206.464	0.410
81	18982.858	2924.265	0.410
82	19689.896	2415.727	0.410
83	18515.460	2802.111	0.410
84	20099.667	2984.564	0.410
85	19805.377	2372.878	0.410
86	20726.799	2935.820	0.410
87	18960.897	3086.539	0.410
88	19154.954	2694.493	0.410
89	17912.822	2744.620	0.410
90	19499.747	2954.733	0.410
91	18237.520	2892.603	0.410
92	17175.958	2178.680	0.410
93	15966.382	2086.886	0.410
94	17553.307	2250.863	0.410
95	17303.556	2822.956	0.410
96	18451.964	2710.389	0.410
97	18950.711	3225.295	0.410
98	20229.104	2680.388	0.410
99	20198.099	3063.916	0.410
1	23357.103	3320.079	0.420
2	21879.783	3421.955	0.420
3	22097.774	2970.301	0.420
4	20460.605	3494.173	0.420
5	20729.089	3004.075	0.420
6	21989.773	3909.588	0.420
7	21242.542	2998.680	0.420
8	22459.557	3976.131	0.420
9	21060.214	2988.365	0.420
10	19434.584	2726.733	0.420
11	20653.663	2690.222	0.420
12	20360.604	3127.061	0.420
13	20548.941	2818.540	0.420
14	21564.575	2885.428	0.420
15	20272.766	2584.300	0.420
16	21593.901	2705.537	0.420
17	18297.618	2453.410	0.420
18	19923.249	2654.733	0.420
19	17072.345	2133.384	0.420
20	18263.784	2129.712	0.420
21	16961.681	2163.430	0.420
22	18200.759	2250.857	0.420
23	19082.294	2933.019	0.420
24	20053.470	2786.722	0.420
25	22013.265	3530.251	0.420
26	20406.378	2655.150	0.420
27	21623.926	3139.092	0.420
28	22242.171	2911.459	0.420
29	20785.943	2802.465	0.420
30	22204.443	2623.637	0.420
31	19161.922	2836.192	0.420
32	19781.872	2417.551	0.420
33	17469.838	2100.915	0.420
34	18597.536	2183.471	0.420
35	18178.165	2738.955	0.420
36	18804.421	2561.224	0.420
37	21014.837	3009.346	0.420
38	20213.210	2855.439	0.420
39	23416.437	3287.165	0.420
40	19903.552	2527.591	0.420
41	23124.562	3037.608	0.420
42	19956.931	2337.097	0.420
43	21178.468	3117.335	0.420
44	21396.730	2558.187	0.420
45	20083.064	2461.993	0.420
46	20398.855	3044.096	0.420
47	18180.370	2919.688	0.420
48	19193.017	2694.437	0.420
49	17924.602	2684.164	0.420
50	18635.265	2582.007	0.420
51	20072.239	2965.262	0.420
52	19974.275	2876.997	0.420
53	20064.316	2559.019	0.420
54	19384.247	2220.713	0.420
55	20130.695	2700.664	0.420
56	20447.850	2475.550	0.420
57	20597.809	2460.959	0.420
58	19652.463	2700.577	0.420
59	19307.803	2580.857	0.420
60	17520.088	1963.807	0.420
61	16230.998	1858.933	0.420
62	16647.591	1866.681	0.420
63	15321.774	1743.429	0.420
64	16514.099	1796.082	0.420
65	16043.387	1804.671	0.420
66	17279.448	1912.771	0.420
67	16510.784	1834.977	0.420
68	18136.415	2045.383	0.420
69	17574.387	2090.984	0.420
70	18709.099	2136.543	0.420
71	18738.822	2858.611	0.420
72	19740.302	2280.549	0.420
73	17822.989	2291.917	0.420
74	18963.683	2237.318	0.420
75	17410.598	2246.856	0.420
76	18551.291	2248.610	0.420
77	16464.867	1975.653	0.420
78	17792.321	2046.307	0.420
79	18921.929	2589.299	0.420
80	18337.560	2039.586	0.420
81	17866.849	2083.366	0.420
82	18275.315	2167.092	0.420
83	18792.702	2753.062	0.420
84	20418.110	2907.995	0.420
85	19045.391	2905.848	0.420
86	20671.021	3168.640	0.420
87	22160.372	3524.960	0.420
88	20769.215	3264.293	0.420
89	19423.358	3034.225	0.420
90	18602.923	2279.091	0.420
91	18088.841	2432.362	0.420
92	18434.147	2116.599	0.420
93	17241.822	2117.603	0.420
94	18867.452	2312.552	0.420
95	18382.964	2251.815	0.420
96	18929.218	2477.644	0.420
97	19580.834	3000.061	0.420
98	20974.559	2866.239	0.420
99	20918.975	3020.547	0.420
1	23913.225	3262.837	0.430
2	22400.731	3362.956	0.430
3	22623.911	2919.088	0.430
4	20947.762	3433.929	0.430
5	21222.638	2952.281	0.430
6	22513.339	3842.182	0.430
7	21748.317	2946.979	0.430
8	22994.309	3907.577	0.430
9	21561.648	2936.842	0.430
10	19897.312	2679.720	0.430
11	21145.417	2643.839	0.430
12	20845.381	3073.146	0.430
13	21038.202	2769.944	0.430
14	22078.017	2835.680	0.430
15	20755.451	2539.743	0.430
16	22108.041	2658.890	0.430
17	18733.276	2411.110	0.430
18	20397.612	2608.962	0.430
19	17478.829	2096.601	0.430
20	18698.636	2092.993	0.430
21	17365.530	2126.130	0.430
22	18634.110	2212.049	0.430
23	19536.634	2882.449	0.430
24	20530.934	2738.675	0.430
25	22537.390	3469.385	0.430
26	20892.244	2609.371	0.430
27	22138.781	3084.970	0.430
28	22771.747	2861.262	0.430
29	21280.847	2754.146	0.430
30	22733.120	2578.402	0.430
31	19618.158	2787.292	0.430
32	20252.869	2375.869	0.430
33	17885.787	2064.692	0.430
34	19040.335	2145.825	0.430
35	18610.979	2691.732	0.430
36	19252.146	2517.065	0.430
37	21515.191	2957.461	0.430
38	20694.477	2806.207	0.430
39	23973.971	3230.490	0.430
40	20377.446	2484.012	0.430
41	23675.147	2985.235	0.430
42	20432.096	2296.802	0.430
43	21682.717	3063.588	0.430
44	21906.176	2514.080	0.430
45	20561.232	2419.545	0.430
46	20884.542	2991.612	0.430
47	18613.236	2869.349	0.430
48	19649.994	2647.981	0.430
49	18351.378	2637.885	0.430
50	19078.962	2537.490	0.430
51	20550.150	2914.137	0.430
52	20449.853	2827.394	0.430
53	20542.038	2514.898	0.430
54	19845.777	2182.425	0.430
55	20609.998	2654.100	0.430
56	20934.703	2432.868	0.430
57	21088.233	2418.529	0.430
58	20120.379	2654.015	0.430
59	19767.513	2536.359	0.430
60	17937.233	1929.949	0.430
61	16617.450	1826.882	0.430
62	17043.962	1834.497	0.430
63	15686.578	1713.370	0.430
64	16907.291	1765.115	0.430
65	16425.373	1773.556	0.430
66	17690.864	1879.792	0.430
67	16903.898	1803.340	0.430
68	18568.234	2010.118	0.430
69	17992.825	2054.933	0.430
70	19154.554	2099.706	0.430
71	19184.984	2809.325	0.430
72	20210.309	2241.229	0.430
73	18247.346	2252.401	0.430
74	19415.199	2198.744	0.430
75	17825.136	2208.117	0.430
76	18992.989	2209.841	0.430
77	16856.887	1941.590	0.430
78	18215.947	2011.026	0.430
79	19372.451	2544.655	0.430
80	18774.168	2004.421	0.430
81	18292.250	2047.446	0.430
82	18710.441	2129.728	0.430
83	19240.148	2705.595	0.430
84	20904.255	2857.858	0.430
85	19498.853	2855.748	0.430
86	21163.189	3114.009	0.430
87	22688.000	3464.185	0.430
88	21263.720	3208.012	0.430
89	19885.819	2981.911	0.430
90	19045.850	2239.797	0.430
91	18519.528	2390.425	0.430
92	18873.055	2080.106	0.430
93	17652.341	2081.092	0.430
94	19316.677	2272.681	0.430
95	18820.654	2212.991	0.430
96	19379.914	2434.926	0.430
97	20047.044	2948.336	0.430
98	21473.953	2816.821	0.430
99	21417.046	2968.469	0.430
1	24469.346	3205.594	0.440
2	22921.678	3303.957	0.440
3	23150.049	2867.876	0.440
4	21434.920	3373.685	0.440
5	21716.188	2900.486	0.440
6	23036.905	3774.775	0.440
7	22254.092	2895.278	0.440
8	23529.060	3839.023	0.440
9	22063.082	2885.318	0.440
10	20360.040	2632.708	0.440
11	21637.171	2597.455	0.440
12	21330.157	3019.231	0.440
13	21527.462	2721.349	0.440
14	22591.459	2785.931	0.440
15	21238.136	2495.186	0.440
16	22622.182	2612.243	0.440
17	19168.934	2368.810	0.440
18	20871.975	2563.191	0.440
19	17885.314	2059.819	0.440
20	19133.488	2056.274	0.440
21	17769.380	2088.829	0.440
22	19067.462	2173.242	0.440
23	19990.975	2831.880	0.440
24	21008.397	2690.629	0.440
25	23061.515	3408.518	0.440
26	21378.110	2563.593	0.440
27	22653.637	3030.848	0.440
28	23301.322	2811.064	0.440
29	21775.750	2705.828	0.440
30	23261.797	2533.167	0.440
31	20074.394	2738.392	0.440
32	20723.866	2334.188	0.440
33	18301.735	2028.469	0.440
34	19483.133	2108.179	0.440
35	19043.792	2644.509	0.440
36	19699.870	2472.906	0.440
37	22015.544	2905.575	0.440
38	21175.744	2756.975	0.440
39	24531.505	3173.814	0.440
40	20851.340	2440.433	0.440
41	24225.732	2932.863	0.440
42	20907.261	2256.508	0.440
43	22186.967	3009.841	0.440
44	22415.622	2469.973	0.440
45	21039.401	2377.097	0.440
46	21370.229	2939.127	0.440
47	19046.102	2819.009	0.440
48	20106.970	2601.525	0.440
49	18778.154	2591.606	0.440
50	19522.659	2492.972	0.440
51	21028.060	2863.012	0.440
52	20925.431	2777.790	0.440
53	21019.760	2470.777	0.440
54	20307.307	2144.136	0.440
55	21089.300	2607.537	0.440
56	21421.557	2390.186	0.440
57	21578.657	2376.099	0.440
58	20588.295	2607.453	0.440
59	20227.222	2491.862	0.440
60	18354.378	1896.090	0.440
61	17003.903	1794.832	0.440
62	17440.333	1802.312	0.440
63	16051.382	1683.311	0.440
64	17300.484	1734.148	0.440
65	16807.358	1742.441	0.440
66	18102.279	1846.813	0.440
67	17297.012	1771.702	0.440
68	19000.054	1974.853	0.440
69	18411.262	2018.881	0.440
70	19600.008	2062.869	0.440
71	19631.146	2760.039	0.440
72	20680.317	2201.909	0.440
73	18671.703	2212.885	0.440
74	19866.715	2160.169	0.440
75	18239.674	2169.378	0.440
76	19434.686	2171.072	0.440
77	17248.908	1907.527	0.440
78	18639.574	1975.745	0.440
79	19822.973	2500.012	0.440
80	19210.777	1969.255	0.440
81	18717.651	2011.525	0.440
82	19145.568	2092.364	0.440
83	19687.593	2658.128	0.440
84	21390.401	2807.720	0.440
